image_path,output,flag,username,timestamp
/Users/user/Library/CloudStorage/OneDrive-SharedLibraries-onedrive/NEU/5330/lab/CV/lab1/flagged/image_path/6acc4533585baa22847cbc4773f6b7f72ee0bd04/tmp7wfcav20.jpg,/Users/user/Library/CloudStorage/OneDrive-SharedLibraries-onedrive/NEU/5330/lab/CV/lab1/flagged/output/22e8e7d85dfc4c80e8a70723b130e4d035fc81b8/tmpop2h8mld.png,,,2024-02-02 00:01:59.112410
